;;;
;;;
;;;
Suficiente;50;13;13
Parcialmente insuficiente;293;77;90
Insuficiente;37;10;100
Total;380;100;100
;;;
AREA # 020010310;30;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;33;13;13
Parcialmente insuficiente;219;84;97
Insuficiente;9;3;100
Total;261;100;100
;;;
AREA # 020010311;31;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;26;10;10
Parcialmente insuficiente;218;82;91
Insuficiente;23;9;100
Total;267;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010312;32;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;25;14;14
Parcialmente insuficiente;132;73;87
Insuficiente;24;13;100
Total;181;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010313;33;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;19;16;16
Parcialmente insuficiente;94;80;96
Insuficiente;5;4;100
Total;118;100;100
;;;
AREA # 020010314;34;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;30;20;20
Parcialmente insuficiente;112;76;97
Insuficiente;5;3;100
Total;147;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010315;35;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;44;14;14
Parcialmente insuficiente;259;84;98
Insuficiente;7;2;100
Total;310;100;100
;;;
AREA # 020010316;36;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;37;15;15
Parcialmente insuficiente;213;84;98
Insuficiente;4;2;100
Total;254;100;100
;;;
AREA # 020010317;37;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;34;19;19
Parcialmente insuficiente;106;58;77
Insuficiente;42;23;100
Total;182;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020010318;38;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;18;8;8
Parcialmente insuficiente;204;88;96
Insuficiente;9;4;100
Total;231;100;100
;;;
AREA # 020010319;39;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;31;9;9
Parcialmente insuficiente;278;81;90
Insuficiente;34;10;100
Total;343;100;100
;;;
AREA # 020010320;40;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;1;1;1
Parcialmente insuficiente;95;83;83
Insuficiente;19;17;100
Total;115;100;100
;;;
AREA # 020010321;41;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;10;9;9
Parcialmente insuficiente;89;82;91
Insuficiente;10;9;100
Total;109;100;100
;;;
AREA # 020010322;42;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;13;6;6
Parcialmente insuficiente;151;74;80
Insuficiente;41;20;100
Total;205;100;100
;;;
AREA # 020010323;43;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;19;7;7
Parcialmente insuficiente;218;82;89
Insuficiente;30;11;100
Total;267;100;100
;;;
AREA # 020010401;44;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;626;94;94
Parcialmente insuficiente;37;6;100
Total;663;100;100
;;;
AREA # 020010402;45;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;599;97;97
Parcialmente insuficiente;16;3;100
Insuficiente;1;0;100
Total;616;100;100
;;;
AREA # 020010403;46;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;451;96;96
Parcialmente insuficiente;18;4;100
Total;469;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010404;47;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;576;95;95
Parcialmente insuficiente;28;5;100
Total;604;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010405;48;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;359;93;93
Parcialmente insuficiente;23;6;99
Insuficiente;2;1;100
Total;384;100;100
;;;
AREA # 020010406;49;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;456;94;94
Parcialmente insuficiente;29;6;100
Insuficiente;1;0;100
Total;486;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010407;50;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;526;96;96
Parcialmente insuficiente;23;4;100
Total;549;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010408;51;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;412;91;91
Parcialmente insuficiente;39;9;100
Total;451;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010501;52;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;214;83;83
Parcialmente insuficiente;33;13;96
Insuficiente;10;4;100
Total;257;100;100
;;;
AREA # 020010502;53;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;203;85;85
Parcialmente insuficiente;37;15;100
Total;240;100;100
;;;
AREA # 020010503;54;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;397;98;98
Parcialmente insuficiente;7;2;100
Insuficiente;1;0;100
Total;405;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020010504;55;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;474;97;97
Parcialmente insuficiente;16;3;100
Total;490;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010505;56;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;234;97;97
Parcialmente insuficiente;8;3;100
Total;242;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010506;57;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;347;95;95
Parcialmente insuficiente;17;5;100
Insuficiente;1;0;100
Total;365;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020010507;58;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;256;95;95
Parcialmente insuficiente;13;5;100
Insuficiente;1;0;100
Total;270;100;100
;;;
AREA # 020010601;59;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;299;92;92
Parcialmente insuficiente;24;7;99
Insuficiente;3;1;100
Total;326;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010602;60;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;195;93;93
Parcialmente insuficiente;15;7;100
Total;210;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010603;61;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;402;94;94
Parcialmente insuficiente;23;5;100
Insuficiente;1;0;100
Total;426;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010604;62;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;387;97;97
Parcialmente insuficiente;10;3;100
Total;397;100;100
;;;
AREA # 020010605;63;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;161;95;95
Parcialmente insuficiente;6;4;99
Insuficiente;2;1;100
Total;169;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010606;64;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;247;98;98
Parcialmente insuficiente;4;2;100
Insuficiente;1;0;100
Total;252;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010607;65;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;217;96;96
Parcialmente insuficiente;10;4;100
Total;227;100;100
;;;
AREA # 020010608;66;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;285;96;96
Parcialmente insuficiente;11;4;100
Total;296;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020010609;67;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;414;99;99
Parcialmente insuficiente;5;1;100
Total;419;100;100
;;;
AREA # 020010610;68;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;186;96;96
Parcialmente insuficiente;6;3;99
Insuficiente;1;1;100
Total;193;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010701;69;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;247;94;94
Parcialmente insuficiente;17;6;100
Total;264;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010702;70;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;114;97;97
Parcialmente insuficiente;3;3;100
Total;117;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020010703;71;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;99;79;79
Parcialmente insuficiente;27;21;100
Total;126;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010704;72;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;248;89;89
Parcialmente insuficiente;29;10;100
Insuficiente;1;0;100
Total;278;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020010705;73;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;135;92;92
Parcialmente insuficiente;11;7;99
Insuficiente;1;1;100
Total;147;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010706;74;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;69;86;86
Parcialmente insuficiente;10;13;99
Insuficiente;1;1;100
Total;80;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010707;75;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;237;95;95
Parcialmente insuficiente;12;5;100
Total;249;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010708;76;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;200;83;83
Parcialmente insuficiente;37;15;99
Insuficiente;3;1;100
Total;240;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010709;77;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;173;95;95
Parcialmente insuficiente;10;5;100
Total;183;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010710;78;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;210;91;91
Parcialmente insuficiente;19;8;99
Insuficiente;3;1;100
Total;232;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010711;79;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;128;91;91
Parcialmente insuficiente;12;9;100
Total;140;100;100
;;;
AREA # 020010712;80;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;152;87;87
Parcialmente insuficiente;23;13;100
Total;175;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010713;81;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;59;92;92
Parcialmente insuficiente;5;8;100
Total;64;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020010801;82;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;168;89;89
Parcialmente insuficiente;19;10;99
Insuficiente;1;1;100
Total;188;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010802;83;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;518;91;91
Parcialmente insuficiente;49;9;100
Total;567;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010803;84;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;407;91;91
Parcialmente insuficiente;41;9;100
Total;448;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020010804;85;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;273;93;93
Parcialmente insuficiente;22;7;100
Total;295;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020010805;86;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;199;93;93
Parcialmente insuficiente;15;7;100
Total;214;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010806;87;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;544;95;95
Parcialmente insuficiente;28;5;100
Total;572;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010807;88;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;539;96;96
Parcialmente insuficiente;21;4;100
Insuficiente;1;0;100
Total;561;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010808;89;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;177;94;94
Parcialmente insuficiente;12;6;100
Total;189;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010809;90;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;246;96;96
Parcialmente insuficiente;10;4;100
Insuficiente;1;0;100
Total;257;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010810;91;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;155;83;83
Parcialmente insuficiente;31;17;100
Total;186;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020010901;92;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;151;94;94
Parcialmente insuficiente;9;6;99
Insuficiente;1;1;100
Total;161;100;100
;;;
AREA # 020010902;93;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;166;86;86
Parcialmente insuficiente;26;13;99
Insuficiente;1;1;100
Total;193;100;100
;;;
AREA # 020010903;94;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;163;84;84
Parcialmente insuficiente;20;10;94
Insuficiente;12;6;100
Total;195;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020010904;95;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;117;87;87
Parcialmente insuficiente;16;12;99
Insuficiente;1;1;100
Total;134;100;100
;;;
AREA # 020010905;96;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;165;86;86
Parcialmente insuficiente;27;14;100
Total;192;100;100
;;;
AREA # 020010906;97;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;154;88;88
Parcialmente insuficiente;21;12;100
Total;175;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010907;98;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;240;83;83
Parcialmente insuficiente;45;16;99
Insuficiente;3;1;100
Total;288;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010908;99;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;142;95;95
Parcialmente insuficiente;7;5;100
Total;149;100;100
;;;
AREA # 020010909;100;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;207;87;87
Parcialmente insuficiente;30;13;100
Total;237;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010910;101;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;102;94;94
Parcialmente insuficiente;6;6;100
Total;108;100;100
;;;
Ignorado :;7;;
;;;
AREA # 020010911;102;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;108;93;93
Parcialmente insuficiente;8;7;100
Total;116;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020010912;103;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;72;95;95
Parcialmente insuficiente;4;5;100
Total;76;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010913;104;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;179;89;89
Parcialmente insuficiente;21;10;100
Insuficiente;1;1;100
Total;201;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020010914;105;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;127;86;86
Parcialmente insuficiente;21;14;100
Total;148;100;100
;;;
AREA # 020010915;106;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;102;86;86
Parcialmente insuficiente;16;14;100
Total;118;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020010916;107;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;292;87;87
Parcialmente insuficiente;32;10;96
Insuficiente;13;4;100
Total;337;100;100
;;;
Ignorado :;15;;
;;;
AREA # 020010917;108;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;165;80;80
Parcialmente insuficiente;42;20;100
Total;207;100;100
;;;
AREA # 020010918;109;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;160;95;95
Parcialmente insuficiente;7;4;99
Insuficiente;2;1;100
Total;169;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020010919;110;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;57;93;93
Parcialmente insuficiente;4;7;100
Total;61;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011001;111;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;108;90;90
Parcialmente insuficiente;12;10;100
Total;120;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011002;112;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;245;88;88
Parcialmente insuficiente;33;12;100
Total;278;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020011003;113;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;442;86;86
Parcialmente insuficiente;73;14;100
Total;515;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011004;114;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;202;91;91
Parcialmente insuficiente;21;9;100
Total;223;100;100
;;;
AREA # 020011005;115;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;201;85;85
Parcialmente insuficiente;35;15;100
Total;236;100;100
;;;
AREA # 020011006;116;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;253;95;95
Parcialmente insuficiente;12;5;100
Total;265;100;100
;;;
AREA # 020011007;117;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;150;94;94
Parcialmente insuficiente;8;5;99
Insuficiente;1;1;100
Total;159;100;100
;;;
AREA # 020011008;118;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;139;91;91
Parcialmente insuficiente;13;9;99
Insuficiente;1;1;100
Total;153;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011009;119;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;149;93;93
Parcialmente insuficiente;12;7;100
Total;161;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011010;120;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;268;91;91
Parcialmente insuficiente;28;9;100
Total;296;100;100
;;;
AREA # 020011011;121;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;316;90;90
Parcialmente insuficiente;35;10;100
Total;351;100;100
;;;
AREA # 020011012;122;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;204;70;70
Parcialmente insuficiente;84;29;99
Insuficiente;3;1;100
Total;291;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011013;123;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;300;89;89
Parcialmente insuficiente;37;11;99
Insuficiente;2;1;100
Total;339;100;100
;;;
Ignorado :;8;;
;;;
AREA # 020011014;124;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;95;86;86
Parcialmente insuficiente;16;14;100
Total;111;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011101;125;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;186;85;85
Parcialmente insuficiente;33;15;100
Total;219;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020011102;126;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;256;90;90
Parcialmente insuficiente;15;5;95
Insuficiente;13;5;100
Total;284;100;100
;;;
AREA # 020011103;127;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;177;89;89
Parcialmente insuficiente;19;10;99
Insuficiente;2;1;100
Total;198;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020011104;128;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;297;88;88
Parcialmente insuficiente;39;12;100
Total;336;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020011105;129;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;193;77;77
Parcialmente insuficiente;53;21;98
Insuficiente;5;2;100
Total;251;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011106;130;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;177;85;85
Parcialmente insuficiente;32;15;100
Total;209;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020011107;131;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;258;87;87
Parcialmente insuficiente;36;12;99
Insuficiente;2;1;100
Total;296;100;100
;;;
AREA # 020011108;132;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;331;94;94
Parcialmente insuficiente;21;6;100
Insuficiente;1;0;100
Total;353;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011109;133;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;194;89;89
Parcialmente insuficiente;25;11;100
Total;219;100;100
;;;
AREA # 020011110;134;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;234;86;86
Parcialmente insuficiente;36;13;99
Insuficiente;2;1;100
Total;272;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020011111;135;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;103;82;82
Parcialmente insuficiente;21;17;98
Insuficiente;2;2;100
Total;126;100;100
;;;
AREA # 020011112;136;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;338;83;83
Parcialmente insuficiente;67;16;100
Insuficiente;2;0;100
Total;407;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020011113;137;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;276;95;95
Parcialmente insuficiente;15;5;100
Total;291;100;100
;;;
Ignorado :;5;;
;;;
AREA # 020011114;138;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;259;90;90
Parcialmente insuficiente;30;10;100
Total;289;100;100
;;;
Ignorado :;3;;
;;;
AREA # 020011201;139;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;105;91;91
Parcialmente insuficiente;11;9;100
Total;116;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020011202;140;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;111;86;86
Parcialmente insuficiente;18;14;100
Total;129;100;100
;;;
AREA # 020011203;141;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;267;85;85
Parcialmente insuficiente;46;15;100
Insuficiente;1;0;100
Total;314;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020011204;142;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;174;83;83
Parcialmente insuficiente;34;16;100
Insuficiente;1;0;100
Total;209;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020011205;143;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;222;81;81
Parcialmente insuficiente;52;19;100
Insuficiente;1;0;100
Total;275;100;100
;;;
Ignorado :;1;;
;;;
AREA # 020011206;144;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;168;83;83
Parcialmente insuficiente;34;17;100
Total;202;100;100
;;;
Ignorado :;2;;
;;;
AREA # 020011207;145;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;292;84;84
Parcialmente insuficiente;53;15;99
Insuficiente;2;1;100
Total;347;100;100
;;;
Ignorado :;4;;
;;;
AREA # 020011208;146;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;112;87;87
Parcialmente insuficiente;16;12;99
Insuficiente;1;1;100
Total;129;100;100
;;;
Ignorado :;6;;
;;;
AREA # 020011209;147;;
;;;
Categorías;Casos;%;Acumulado %
Suficiente;312;91;91
Parcialmente insuficiente;30;9;100
Total;342;100;100
;;;
