Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;175;77;77
Hogares con NBI;52;23;100
Total;227;100;100
;;;
AREA # 020010218;19;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;115;78;78
Hogares con NBI;33;22;100
Total;148;100;100
;;;
AREA # 020010219;20;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;143;72;72
Hogares con NBI;57;29;100
Total;200;100;100
;;;
AREA # 020010301;21;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;133;70;70
Hogares con NBI;58;30;100
Total;191;100;100
;;;
AREA # 020010302;22;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;103;64;64
Hogares con NBI;58;36;100
Total;161;100;100
;;;
NSA :;2;;
;;;
AREA # 020010303;23;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;140;70;70
Hogares con NBI;60;30;100
Total;200;100;100
;;;
AREA # 020010304;24;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;87;66;66
Hogares con NBI;45;34;100
Total;132;100;100
;;;
NSA :;4;;
;;;
AREA # 020010305;25;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;251;61;61
Hogares con NBI;161;39;100
Total;412;100;100
;;;
NSA :;2;;
;;;
AREA # 020010306;26;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;237;70;70
Hogares con NBI;104;31;100
Total;341;100;100
;;;
NSA :;1;;
;;;
AREA # 020010307;27;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;96;65;65
Hogares con NBI;52;35;100
Total;148;100;100
;;;
AREA # 020010308;28;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;168;65;65
Hogares con NBI;89;35;100
Total;257;100;100
;;;
NSA :;1;;
;;;
AREA # 020010309;29;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;244;64;64
Hogares con NBI;136;36;100
Total;380;100;100
;;;
AREA # 020010310;30;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;175;67;67
Hogares con NBI;86;33;100
Total;261;100;100
;;;
AREA # 020010311;31;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;172;64;64
Hogares con NBI;95;36;100
Total;267;100;100
;;;
NSA :;1;;
;;;
AREA # 020010312;32;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;111;61;61
Hogares con NBI;70;39;100
Total;181;100;100
;;;
NSA :;1;;
;;;
AREA # 020010313;33;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;62;53;53
Hogares con NBI;56;47;100
Total;118;100;100
;;;
AREA # 020010314;34;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;85;58;58
Hogares con NBI;62;42;100
Total;147;100;100
;;;
NSA :;1;;
;;;
AREA # 020010315;35;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;205;66;66
Hogares con NBI;105;34;100
Total;310;100;100
;;;
AREA # 020010316;36;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;140;55;55
Hogares con NBI;114;45;100
Total;254;100;100
;;;
AREA # 020010317;37;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;129;71;71
Hogares con NBI;53;29;100
Total;182;100;100
;;;
NSA :;8;;
;;;
AREA # 020010318;38;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;152;66;66
Hogares con NBI;79;34;100
Total;231;100;100
;;;
AREA # 020010319;39;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;255;74;74
Hogares con NBI;88;26;100
Total;343;100;100
;;;
AREA # 020010320;40;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;82;71;71
Hogares con NBI;33;29;100
Total;115;100;100
;;;
AREA # 020010321;41;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;77;71;71
Hogares con NBI;32;29;100
Total;109;100;100
;;;
AREA # 020010322;42;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;129;63;63
Hogares con NBI;76;37;100
Total;205;100;100
;;;
AREA # 020010323;43;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;162;61;61
Hogares con NBI;105;39;100
Total;267;100;100
;;;
AREA # 020010401;44;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;632;95;95
Hogares con NBI;31;5;100
Total;663;100;100
;;;
AREA # 020010402;45;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;614;100;100
Hogares con NBI;2;0;100
Total;616;100;100
;;;
AREA # 020010403;46;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;447;95;95
Hogares con NBI;22;5;100
Total;469;100;100
;;;
NSA :;1;;
;;;
AREA # 020010404;47;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;600;99;99
Hogares con NBI;4;1;100
Total;604;100;100
;;;
NSA :;1;;
;;;
AREA # 020010405;48;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;383;100;100
Hogares con NBI;1;0;100
Total;384;100;100
;;;
AREA # 020010406;49;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;471;97;97
Hogares con NBI;15;3;100
Total;486;100;100
;;;
NSA :;1;;
;;;
AREA # 020010407;50;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;524;95;95
Hogares con NBI;25;5;100
Total;549;100;100
;;;
NSA :;2;;
;;;
AREA # 020010408;51;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;448;99;99
Hogares con NBI;3;1;100
Total;451;100;100
;;;
NSA :;1;;
;;;
AREA # 020010501;52;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;256;100;100
Hogares con NBI;1;0;100
Total;257;100;100
;;;
AREA # 020010502;53;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;238;99;99
Hogares con NBI;2;1;100
Total;240;100;100
;;;
AREA # 020010503;54;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;402;99;99
Hogares con NBI;3;1;100
Total;405;100;100
;;;
NSA :;3;;
;;;
AREA # 020010504;55;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;486;99;99
Hogares con NBI;4;1;100
Total;490;100;100
;;;
NSA :;1;;
;;;
AREA # 020010505;56;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;242;100;100
Total;242;100;100
;;;
NSA :;2;;
;;;
AREA # 020010506;57;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;362;99;99
Hogares con NBI;3;1;100
Total;365;100;100
;;;
NSA :;3;;
;;;
AREA # 020010507;58;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;269;100;100
Hogares con NBI;1;0;100
Total;270;100;100
;;;
AREA # 020010601;59;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;325;100;100
Hogares con NBI;1;0;100
Total;326;100;100
;;;
NSA :;4;;
;;;
AREA # 020010602;60;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;210;100;100
Total;210;100;100
;;;
NSA :;2;;
;;;
AREA # 020010603;61;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;426;100;100
Total;426;100;100
;;;
NSA :;1;;
;;;
AREA # 020010604;62;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;395;100;100
Hogares con NBI;2;1;100
Total;397;100;100
;;;
AREA # 020010605;63;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;168;99;99
Hogares con NBI;1;1;100
Total;169;100;100
;;;
NSA :;1;;
;;;
AREA # 020010606;64;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;250;99;99
Hogares con NBI;2;1;100
Total;252;100;100
;;;
NSA :;2;;
;;;
AREA # 020010607;65;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;226;100;100
Hogares con NBI;1;0;100
Total;227;100;100
;;;
AREA # 020010608;66;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;293;99;99
Hogares con NBI;3;1;100
Total;296;100;100
;;;
NSA :;6;;
;;;
AREA # 020010609;67;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;417;100;100
Hogares con NBI;2;0;100
Total;419;100;100
;;;
AREA # 020010610;68;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;192;99;99
Hogares con NBI;1;1;100
Total;193;100;100
;;;
NSA :;2;;
;;;
AREA # 020010701;69;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;262;99;99
Hogares con NBI;2;1;100
Total;264;100;100
;;;
NSA :;2;;
;;;
AREA # 020010702;70;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;117;100;100
Total;117;100;100
;;;
NSA :;6;;
;;;
AREA # 020010703;71;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;125;99;99
Hogares con NBI;1;1;100
Total;126;100;100
;;;
NSA :;2;;
;;;
AREA # 020010704;72;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;274;99;99
Hogares con NBI;4;1;100
Total;278;100;100
;;;
NSA :;3;;
;;;
AREA # 020010705;73;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;145;99;99
Hogares con NBI;2;1;100
Total;147;100;100
;;;
NSA :;2;;
;;;
AREA # 020010706;74;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;80;100;100
Total;80;100;100
;;;
NSA :;4;;
;;;
AREA # 020010707;75;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;247;99;99
Hogares con NBI;2;1;100
Total;249;100;100
;;;
NSA :;2;;
;;;
AREA # 020010708;76;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;236;98;98
Hogares con NBI;4;2;100
Total;240;100;100
;;;
NSA :;2;;
;;;
AREA # 020010709;77;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;181;99;99
Hogares con NBI;2;1;100
Total;183;100;100
;;;
NSA :;1;;
;;;
AREA # 020010710;78;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;231;100;100
Hogares con NBI;1;0;100
Total;232;100;100
;;;
NSA :;1;;
;;;
AREA # 020010711;79;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;138;99;99
Hogares con NBI;2;1;100
Total;140;100;100
;;;
AREA # 020010712;80;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;173;99;99
Hogares con NBI;2;1;100
Total;175;100;100
;;;
NSA :;4;;
;;;
AREA # 020010713;81;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;62;97;97
Hogares con NBI;2;3;100
Total;64;100;100
;;;
NSA :;5;;
;;;
AREA # 020010801;82;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;187;99;99
Hogares con NBI;1;1;100
Total;188;100;100
;;;
NSA :;1;;
;;;
AREA # 020010802;83;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;564;99;99
Hogares con NBI;3;1;100
Total;567;100;100
;;;
NSA :;1;;
;;;
AREA # 020010803;84;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;445;99;99
Hogares con NBI;3;1;100
Total;448;100;100
;;;
NSA :;5;;
;;;
AREA # 020010804;85;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;291;99;99
Hogares con NBI;4;1;100
Total;295;100;100
;;;
NSA :;3;;
;;;
AREA # 020010805;86;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;212;99;99
Hogares con NBI;2;1;100
Total;214;100;100
;;;
NSA :;2;;
;;;
AREA # 020010806;87;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;548;96;96
Hogares con NBI;24;4;100
Total;572;100;100
;;;
NSA :;2;;
;;;
AREA # 020010807;88;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;558;99;99
Hogares con NBI;3;1;100
Total;561;100;100
;;;
NSA :;1;;
;;;
AREA # 020010808;89;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;188;99;99
Hogares con NBI;1;1;100
Total;189;100;100
;;;
NSA :;1;;
;;;
AREA # 020010809;90;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;257;100;100
Total;257;100;100
;;;
NSA :;4;;
;;;
AREA # 020010810;91;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;186;100;100
Total;186;100;100
;;;
NSA :;3;;
;;;
AREA # 020010901;92;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;157;98;98
Hogares con NBI;4;2;100
Total;161;100;100
;;;
AREA # 020010902;93;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;189;98;98
Hogares con NBI;4;2;100
Total;193;100;100
;;;
AREA # 020010903;94;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;182;93;93
Hogares con NBI;13;7;100
Total;195;100;100
;;;
NSA :;3;;
;;;
AREA # 020010904;95;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;132;99;99
Hogares con NBI;2;1;100
Total;134;100;100
;;;
AREA # 020010905;96;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;164;85;85
Hogares con NBI;28;15;100
Total;192;100;100
;;;
AREA # 020010906;97;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;170;97;97
Hogares con NBI;5;3;100
Total;175;100;100
;;;
NSA :;2;;
;;;
AREA # 020010907;98;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;269;93;93
Hogares con NBI;19;7;100
Total;288;100;100
;;;
NSA :;4;;
;;;
AREA # 020010908;99;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;147;99;99
Hogares con NBI;2;1;100
Total;149;100;100
;;;
AREA # 020010909;100;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;234;99;99
Hogares con NBI;3;1;100
Total;237;100;100
;;;
NSA :;4;;
;;;
AREA # 020010910;101;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;107;99;99
Hogares con NBI;1;1;100
Total;108;100;100
;;;
NSA :;7;;
;;;
AREA # 020010911;102;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;112;97;97
Hogares con NBI;4;3;100
Total;116;100;100
;;;
NSA :;3;;
;;;
AREA # 020010912;103;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;74;97;97
Hogares con NBI;2;3;100
Total;76;100;100
;;;
NSA :;4;;
;;;
AREA # 020010913;104;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;201;100;100
Total;201;100;100
;;;
NSA :;2;;
;;;
AREA # 020010914;105;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;122;82;82
Hogares con NBI;26;18;100
Total;148;100;100
;;;
AREA # 020010915;106;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;105;89;89
Hogares con NBI;13;11;100
Total;118;100;100
;;;
NSA :;1;;
;;;
AREA # 020010916;107;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;213;63;63
Hogares con NBI;124;37;100
Total;337;100;100
;;;
NSA :;15;;
;;;
AREA # 020010917;108;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;183;88;88
Hogares con NBI;24;12;100
Total;207;100;100
;;;
AREA # 020010918;109;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;168;99;99
Hogares con NBI;1;1;100
Total;169;100;100
;;;
NSA :;4;;
;;;
AREA # 020010919;110;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;55;90;90
Hogares con NBI;6;10;100
Total;61;100;100
;;;
NSA :;1;;
;;;
AREA # 020011001;111;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;117;98;98
Hogares con NBI;3;3;100
Total;120;100;100
;;;
NSA :;1;;
;;;
AREA # 020011002;112;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;278;100;100
Total;278;100;100
;;;
NSA :;2;;
;;;
AREA # 020011003;113;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;489;95;95
Hogares con NBI;26;5;100
Total;515;100;100
;;;
NSA :;1;;
;;;
AREA # 020011004;114;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;222;100;100
Hogares con NBI;1;0;100
Total;223;100;100
;;;
AREA # 020011005;115;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;226;96;96
Hogares con NBI;10;4;100
Total;236;100;100
;;;
AREA # 020011006;116;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;253;95;95
Hogares con NBI;12;5;100
Total;265;100;100
;;;
AREA # 020011007;117;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;131;82;82
Hogares con NBI;28;18;100
Total;159;100;100
;;;
AREA # 020011008;118;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;151;99;99
Hogares con NBI;2;1;100
Total;153;100;100
;;;
NSA :;1;;
;;;
AREA # 020011009;119;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;154;96;96
Hogares con NBI;7;4;100
Total;161;100;100
;;;
NSA :;1;;
;;;
AREA # 020011010;120;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;285;96;96
Hogares con NBI;11;4;100
Total;296;100;100
;;;
AREA # 020011011;121;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;349;99;99
Hogares con NBI;2;1;100
Total;351;100;100
;;;
AREA # 020011012;122;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;280;96;96
Hogares con NBI;11;4;100
Total;291;100;100
;;;
NSA :;1;;
;;;
AREA # 020011013;123;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;321;95;95
Hogares con NBI;18;5;100
Total;339;100;100
;;;
NSA :;8;;
;;;
AREA # 020011014;124;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;108;97;97
Hogares con NBI;3;3;100
Total;111;100;100
;;;
NSA :;1;;
;;;
AREA # 020011101;125;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;175;80;80
Hogares con NBI;44;20;100
Total;219;100;100
;;;
NSA :;6;;
;;;
AREA # 020011102;126;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;264;93;93
Hogares con NBI;20;7;100
Total;284;100;100
;;;
AREA # 020011103;127;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;92;46;46
Hogares con NBI;106;54;100
Total;198;100;100
;;;
NSA :;3;;
;;;
AREA # 020011104;128;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;281;84;84
Hogares con NBI;55;16;100
Total;336;100;100
;;;
NSA :;3;;
;;;
AREA # 020011105;129;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;161;64;64
Hogares con NBI;90;36;100
Total;251;100;100
;;;
NSA :;1;;
;;;
AREA # 020011106;130;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;206;99;99
Hogares con NBI;3;1;100
Total;209;100;100
;;;
NSA :;2;;
;;;
AREA # 020011107;131;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;258;87;87
Hogares con NBI;38;13;100
Total;296;100;100
;;;
AREA # 020011108;132;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;351;99;99
Hogares con NBI;2;1;100
Total;353;100;100
;;;
NSA :;1;;
;;;
AREA # 020011109;133;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;218;100;100
Hogares con NBI;1;0;100
Total;219;100;100
;;;
AREA # 020011110;134;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;228;84;84
Hogares con NBI;44;16;100
Total;272;100;100
;;;
NSA :;4;;
;;;
AREA # 020011111;135;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;114;90;90
Hogares con NBI;12;10;100
Total;126;100;100
;;;
AREA # 020011112;136;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;346;85;85
Hogares con NBI;61;15;100
Total;407;100;100
;;;
NSA :;2;;
;;;
AREA # 020011113;137;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;284;98;98
Hogares con NBI;7;2;100
Total;291;100;100
;;;
NSA :;5;;
;;;
AREA # 020011114;138;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;286;99;99
Hogares con NBI;3;1;100
Total;289;100;100
;;;
NSA :;3;;
;;;
AREA # 020011201;139;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;91;78;78
Hogares con NBI;25;22;100
Total;116;100;100
;;;
NSA :;4;;
;;;
AREA # 020011202;140;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;113;88;88
Hogares con NBI;16;12;100
Total;129;100;100
;;;
AREA # 020011203;141;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;210;67;67
Hogares con NBI;104;33;100
Total;314;100;100
;;;
NSA :;6;;
;;;
AREA # 020011204;142;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;99;47;47
Hogares con NBI;110;53;100
Total;209;100;100
;;;
NSA :;2;;
;;;
AREA # 020011205;143;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;243;88;88
Hogares con NBI;32;12;100
Total;275;100;100
;;;
NSA :;1;;
;;;
AREA # 020011206;144;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;153;76;76
Hogares con NBI;49;24;100
Total;202;100;100
;;;
NSA :;2;;
;;;
AREA # 020011207;145;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;258;74;74
Hogares con NBI;89;26;100
Total;347;100;100
;;;
NSA :;4;;
;;;
AREA # 020011208;146;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;114;88;88
Hogares con NBI;15;12;100
Total;129;100;100
;;;
NSA :;6;;
;;;
AREA # 020011209;147;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;285;83;83
Hogares con NBI;57;17;100
Total;342;100;100
;;;
NSA :;19;;
;;;
AREA # 020011210;148;;
;;;
Al menos un indicador NBI;Casos;%;Acumulado %
Hogares sin NBI;100;99;99
Hogares con NBI;1;1;100
Total;101;100;100
;;;
NSA :;3;;
;;;
AREA # 020011211;149;;
;;;
