Propietario sólo de la vivienda;32;22;60
Inquilino;54;37;97
Ocupante por préstamo;3;2;99
Otra situación;1;1;100
Total;145;100;100
;;;
AREA # 020010209;10;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;78;50;50
Propietario sólo de la vivienda;29;19;69
Inquilino;44;28;97
Ocupante por préstamo;5;3;100
Total;156;100;100
;;;
AREA # 020010210;11;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;36;41;41
Propietario sólo de la vivienda;30;34;75
Inquilino;17;19;94
Ocupante por préstamo;5;6;100
Total;88;100;100
;;;
AREA # 020010211;12;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;67;34;34
Propietario sólo de la vivienda;74;37;71
Inquilino;49;25;95
Ocupante por préstamo;5;3;98
Otra situación;5;3;100
Total;200;100;100
;;;
NSA :;1;;
;;;
AREA # 020010212;13;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;152;42;42
Propietario sólo de la vivienda;89;24;66
Inquilino;105;29;95
Ocupante por préstamo;8;2;97
Otra situación;12;3;100
Total;366;100;100
;;;
NSA :;1;;
;;;
AREA # 020010213;14;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;71;44;44
Propietario sólo de la vivienda;38;23;67
Inquilino;44;27;94
Ocupante por préstamo;6;4;98
Ocupante por trabajo;1;1;99
Otra situación;2;1;100
Total;162;100;100
;;;
AREA # 020010214;15;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;67;26;26
Propietario sólo de la vivienda;69;26;52
Inquilino;110;42;94
Ocupante por préstamo;13;5;99
Otra situación;2;1;100
Total;261;100;100
;;;
NSA :;1;;
;;;
AREA # 020010215;16;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;116;42;42
Propietario sólo de la vivienda;68;24;66
Inquilino;85;31;97
Ocupante por préstamo;8;3;100
Otra situación;1;0;100
Total;278;100;100
;;;
AREA # 020010216;17;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;148;33;33
Propietario sólo de la vivienda;50;11;45
Inquilino;234;53;97
Ocupante por préstamo;7;2;99
Ocupante por trabajo;2;0;99
Otra situación;3;1;100
Total;444;100;100
;;;
AREA # 020010217;18;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;89;39;39
Propietario sólo de la vivienda;48;21;60
Inquilino;83;37;97
Ocupante por préstamo;6;3;100
Otra situación;1;0;100
Total;227;100;100
;;;
AREA # 020010218;19;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;68;46;46
Propietario sólo de la vivienda;30;20;66
Inquilino;45;30;97
Ocupante por préstamo;5;3;100
Total;148;100;100
;;;
AREA # 020010219;20;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;82;41;41
Propietario sólo de la vivienda;28;14;55
Inquilino;84;42;97
Ocupante por préstamo;6;3;100
Total;200;100;100
;;;
AREA # 020010301;21;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;139;73;73
Propietario sólo de la vivienda;16;8;81
Inquilino;28;15;96
Ocupante por préstamo;6;3;99
Ocupante por trabajo;1;1;99
Otra situación;1;1;100
Total;191;100;100
;;;
AREA # 020010302;22;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;96;60;60
Propietario sólo de la vivienda;15;9;69
Inquilino;46;29;98
Ocupante por préstamo;2;1;99
Ocupante por trabajo;1;1;99
Otra situación;1;1;100
Total;161;100;100
;;;
NSA :;2;;
;;;
AREA # 020010303;23;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;126;63;63
Propietario sólo de la vivienda;10;5;68
Inquilino;54;27;95
Ocupante por préstamo;8;4;99
Otra situación;2;1;100
Total;200;100;100
;;;
AREA # 020010304;24;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;46;35;35
Propietario sólo de la vivienda;45;34;69
Inquilino;27;20;89
Ocupante por préstamo;10;8;97
Ocupante por trabajo;2;2;98
Otra situación;2;2;100
Total;132;100;100
;;;
NSA :;4;;
;;;
AREA # 020010305;25;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;119;29;29
Propietario sólo de la vivienda;144;35;64
Inquilino;133;32;96
Ocupante por préstamo;7;2;98
Otra situación;9;2;100
Total;412;100;100
;;;
NSA :;2;;
;;;
AREA # 020010306;26;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;155;45;45
Propietario sólo de la vivienda;67;20;65
Inquilino;110;32;97
Ocupante por préstamo;8;2;100
Otra situación;1;0;100
Total;341;100;100
;;;
NSA :;1;;
;;;
AREA # 020010307;27;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;62;42;42
Propietario sólo de la vivienda;13;9;51
Inquilino;66;45;95
Ocupante por préstamo;7;5;100
Total;148;100;100
;;;
AREA # 020010308;28;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;83;32;32
Propietario sólo de la vivienda;81;32;64
Inquilino;85;33;97
Ocupante por préstamo;8;3;100
Total;257;100;100
;;;
NSA :;1;;
;;;
AREA # 020010309;29;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;102;27;27
Propietario sólo de la vivienda;105;28;54
Inquilino;164;43;98
Ocupante por préstamo;7;2;99
Otra situación;2;1;100
Total;380;100;100
;;;
AREA # 020010310;30;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;148;57;57
Propietario sólo de la vivienda;26;10;67
Inquilino;81;31;98
Ocupante por préstamo;4;2;99
Ocupante por trabajo;1;0;100
Otra situación;1;0;100
Total;261;100;100
;;;
AREA # 020010311;31;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;117;44;44
Propietario sólo de la vivienda;36;13;57
Inquilino;95;36;93
Ocupante por préstamo;4;2;94
Ocupante por trabajo;4;2;96
Otra situación;11;4;100
Total;267;100;100
;;;
NSA :;1;;
;;;
AREA # 020010312;32;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;73;40;40
Propietario sólo de la vivienda;52;29;69
Inquilino;50;28;97
Ocupante por préstamo;4;2;99
Otra situación;2;1;100
Total;181;100;100
;;;
NSA :;1;;
;;;
AREA # 020010313;33;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;67;57;57
Propietario sólo de la vivienda;9;8;64
Inquilino;39;33;97
Ocupante por préstamo;2;2;99
Ocupante por trabajo;1;1;100
Total;118;100;100
;;;
AREA # 020010314;34;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;75;51;51
Propietario sólo de la vivienda;10;7;58
Inquilino;58;39;97
Ocupante por préstamo;3;2;99
Otra situación;1;1;100
Total;147;100;100
;;;
NSA :;1;;
;;;
AREA # 020010315;35;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;140;45;45
Propietario sólo de la vivienda;31;10;55
Inquilino;123;40;95
Ocupante por préstamo;14;5;99
Otra situación;2;1;100
Total;310;100;100
;;;
AREA # 020010316;36;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;92;36;36
Propietario sólo de la vivienda;44;17;54
Inquilino;114;45;98
Ocupante por préstamo;3;1;100
Otra situación;1;0;100
Total;254;100;100
;;;
AREA # 020010317;37;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;80;44;44
Propietario sólo de la vivienda;31;17;61
Inquilino;61;34;95
Ocupante por préstamo;5;3;97
Otra situación;5;3;100
Total;182;100;100
;;;
NSA :;8;;
;;;
AREA # 020010318;38;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;141;61;61
Propietario sólo de la vivienda;8;3;65
Inquilino;73;32;96
Ocupante por préstamo;6;3;99
Ocupante por trabajo;1;0;99
Otra situación;2;1;100
Total;231;100;100
;;;
AREA # 020010319;39;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;183;53;53
Propietario sólo de la vivienda;57;17;70
Inquilino;87;25;95
Ocupante por préstamo;16;5;100
Total;343;100;100
;;;
AREA # 020010320;40;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;100;87;87
Propietario sólo de la vivienda;9;8;95
Inquilino;5;4;99
Otra situación;1;1;100
Total;115;100;100
;;;
AREA # 020010321;41;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;87;80;80
Propietario sólo de la vivienda;3;3;83
Inquilino;15;14;96
Ocupante por préstamo;2;2;98
Ocupante por trabajo;1;1;99
Otra situación;1;1;100
Total;109;100;100
;;;
AREA # 020010322;42;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;142;69;69
Propietario sólo de la vivienda;36;18;87
Inquilino;23;11;98
Ocupante por préstamo;4;2;100
Total;205;100;100
;;;
AREA # 020010323;43;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;163;61;61
Propietario sólo de la vivienda;40;15;76
Inquilino;55;21;97
Ocupante por préstamo;4;2;98
Ocupante por trabajo;2;1;99
Otra situación;3;1;100
Total;267;100;100
;;;
AREA # 020010401;44;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;265;40;40
Propietario sólo de la vivienda;32;5;45
Inquilino;306;46;91
Ocupante por préstamo;27;4;95
Ocupante por trabajo;20;3;98
Otra situación;13;2;100
Total;663;100;100
;;;
AREA # 020010402;45;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;305;50;50
Propietario sólo de la vivienda;52;8;58
Inquilino;214;35;93
Ocupante por préstamo;22;4;96
Ocupante por trabajo;18;3;99
Otra situación;5;1;100
Total;616;100;100
;;;
AREA # 020010403;46;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;242;52;52
Propietario sólo de la vivienda;40;9;60
Inquilino;151;32;92
Ocupante por préstamo;15;3;96
Ocupante por trabajo;17;4;99
Otra situación;4;1;100
Total;469;100;100
;;;
NSA :;1;;
;;;
AREA # 020010404;47;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;435;72;72
Propietario sólo de la vivienda;24;4;76
Inquilino;98;16;92
Ocupante por préstamo;14;2;95
Ocupante por trabajo;28;5;99
Otra situación;5;1;100
Total;604;100;100
;;;
NSA :;1;;
;;;
AREA # 020010405;48;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;267;70;70
Propietario sólo de la vivienda;15;4;73
Inquilino;63;16;90
Ocupante por préstamo;8;2;92
Ocupante por trabajo;28;7;99
Otra situación;3;1;100
Total;384;100;100
;;;
AREA # 020010406;49;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;340;70;70
Propietario sólo de la vivienda;17;4;73
Inquilino;98;20;94
Ocupante por préstamo;14;3;97
Ocupante por trabajo;11;2;99
Otra situación;6;1;100
Total;486;100;100
;;;
NSA :;1;;
;;;
AREA # 020010407;50;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;356;65;65
Propietario sólo de la vivienda;20;4;68
Inquilino;120;22;90
Ocupante por préstamo;15;3;93
Ocupante por trabajo;31;6;99
Otra situación;7;1;100
Total;549;100;100
;;;
NSA :;2;;
;;;
AREA # 020010408;51;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;254;56;56
Propietario sólo de la vivienda;57;13;69
Inquilino;94;21;90
Ocupante por préstamo;15;3;93
Ocupante por trabajo;28;6;99
Otra situación;3;1;100
Total;451;100;100
;;;
NSA :;1;;
;;;
AREA # 020010501;52;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;146;57;57
Propietario sólo de la vivienda;37;14;71
Inquilino;50;19;91
Ocupante por préstamo;4;2;92
Ocupante por trabajo;15;6;98
Otra situación;5;2;100
Total;257;100;100
;;;
AREA # 020010502;53;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;119;50;50
Propietario sólo de la vivienda;25;10;60
Inquilino;71;30;90
Ocupante por préstamo;4;2;91
Ocupante por trabajo;18;8;99
Otra situación;3;1;100
Total;240;100;100
;;;
AREA # 020010503;54;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;188;46;46
Propietario sólo de la vivienda;48;12;58
Inquilino;142;35;93
Ocupante por préstamo;14;3;97
Ocupante por trabajo;11;3;100
Otra situación;2;0;100
Total;405;100;100
;;;
NSA :;3;;
;;;
AREA # 020010504;55;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;314;64;64
Propietario sólo de la vivienda;17;3;68
Inquilino;114;23;91
Ocupante por préstamo;13;3;93
Ocupante por trabajo;25;5;99
Otra situación;7;1;100
Total;490;100;100
;;;
NSA :;1;;
;;;
AREA # 020010505;56;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;141;58;58
Propietario sólo de la vivienda;24;10;68
Inquilino;49;20;88
Ocupante por préstamo;9;4;92
Ocupante por trabajo;16;7;99
Otra situación;3;1;100
Total;242;100;100
;;;
NSA :;2;;
;;;
AREA # 020010506;57;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;208;57;57
Propietario sólo de la vivienda;1;0;57
Inquilino;125;34;92
Ocupante por préstamo;14;4;95
Ocupante por trabajo;15;4;99
Otra situación;2;1;100
Total;365;100;100
;;;
NSA :;3;;
;;;
AREA # 020010507;58;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;151;56;56
Propietario sólo de la vivienda;3;1;57
Inquilino;87;32;89
Ocupante por préstamo;10;4;93
Ocupante por trabajo;16;6;99
Otra situación;3;1;100
Total;270;100;100
;;;
AREA # 020010601;59;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;241;74;74
Propietario sólo de la vivienda;16;5;79
Inquilino;36;11;90
Ocupante por préstamo;5;2;91
Ocupante por trabajo;23;7;98
Otra situación;5;2;100
Total;326;100;100
;;;
NSA :;4;;
;;;
AREA # 020010602;60;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;131;62;62
Propietario sólo de la vivienda;15;7;70
Inquilino;36;17;87
Ocupante por préstamo;8;4;90
Ocupante por trabajo;15;7;98
Otra situación;5;2;100
Total;210;100;100
;;;
NSA :;2;;
;;;
AREA # 020010603;61;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;281;66;66
Propietario sólo de la vivienda;15;4;69
Inquilino;96;23;92
Ocupante por préstamo;15;4;96
Ocupante por trabajo;14;3;99
Otra situación;5;1;100
Total;426;100;100
;;;
NSA :;1;;
;;;
AREA # 020010604;62;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;199;50;50
Propietario sólo de la vivienda;6;2;52
Inquilino;154;39;90
Ocupante por préstamo;16;4;94
Ocupante por trabajo;19;5;99
Otra situación;3;1;100
Total;397;100;100
;;;
AREA # 020010605;63;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;102;60;60
Inquilino;54;32;92
Ocupante por préstamo;5;3;95
Ocupante por trabajo;6;4;99
Otra situación;2;1;100
Total;169;100;100
;;;
NSA :;1;;
;;;
AREA # 020010606;64;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;122;48;48
Propietario sólo de la vivienda;43;17;65
Inquilino;53;21;87
Ocupante por préstamo;15;6;92
Ocupante por trabajo;17;7;99
Otra situación;2;1;100
Total;252;100;100
;;;
NSA :;2;;
;;;
AREA # 020010607;65;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;136;60;60
Propietario sólo de la vivienda;7;3;63
Inquilino;43;19;82
Ocupante por préstamo;6;3;85
Ocupante por trabajo;27;12;96
Otra situación;8;4;100
Total;227;100;100
;;;
AREA # 020010608;66;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;160;54;54
Propietario sólo de la vivienda;2;1;55
Inquilino;103;35;90
Ocupante por préstamo;16;5;95
Ocupante por trabajo;10;3;98
Otra situación;5;2;100
Total;296;100;100
;;;
NSA :;6;;
;;;
AREA # 020010609;67;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;308;74;74
Propietario sólo de la vivienda;3;1;74
Inquilino;64;15;90
Ocupante por préstamo;9;2;92
Ocupante por trabajo;30;7;99
Otra situación;5;1;100
Total;419;100;100
;;;
AREA # 020010610;68;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;114;59;59
Propietario sólo de la vivienda;1;1;60
Inquilino;60;31;91
Ocupante por préstamo;6;3;94
Ocupante por trabajo;11;6;99
Otra situación;1;1;100
Total;193;100;100
;;;
NSA :;2;;
;;;
AREA # 020010701;69;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;152;58;58
Propietario sólo de la vivienda;7;3;60
Inquilino;77;29;89
Ocupante por préstamo;10;4;93
Ocupante por trabajo;12;5;98
Otra situación;6;2;100
Total;264;100;100
;;;
NSA :;2;;
;;;
AREA # 020010702;70;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;39;33;33
Propietario sólo de la vivienda;6;5;38
Inquilino;57;49;87
Ocupante por préstamo;5;4;91
Ocupante por trabajo;8;7;98
Otra situación;2;2;100
Total;117;100;100
;;;
NSA :;6;;
;;;
AREA # 020010703;71;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;56;44;44
Propietario sólo de la vivienda;1;1;45
Inquilino;60;48;93
Ocupante por préstamo;2;2;94
Ocupante por trabajo;5;4;98
Otra situación;2;2;100
Total;126;100;100
;;;
NSA :;2;;
;;;
AREA # 020010704;72;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;101;36;36
Propietario sólo de la vivienda;12;4;41
Inquilino;135;49;89
Ocupante por préstamo;17;6;95
Ocupante por trabajo;11;4;99
Otra situación;2;1;100
Total;278;100;100
;;;
NSA :;3;;
;;;
AREA # 020010705;73;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;47;32;32
Propietario sólo de la vivienda;4;3;35
Inquilino;77;52;87
Ocupante por préstamo;9;6;93
Ocupante por trabajo;7;5;98
Otra situación;3;2;100
Total;147;100;100
;;;
NSA :;2;;
;;;
AREA # 020010706;74;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;27;34;34
Inquilino;36;45;79
Ocupante por préstamo;4;5;84
Ocupante por trabajo;10;13;96
Otra situación;3;4;100
Total;80;100;100
;;;
NSA :;4;;
;;;
AREA # 020010707;75;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;104;42;42
Propietario sólo de la vivienda;3;1;43
Inquilino;120;48;91
Ocupante por préstamo;7;3;94
Ocupante por trabajo;15;6;100
Total;249;100;100
;;;
NSA :;2;;
;;;
AREA # 020010708;76;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;89;37;37
Propietario sólo de la vivienda;7;3;40
Inquilino;126;53;93
Ocupante por préstamo;7;3;95
Ocupante por trabajo;9;4;99
Otra situación;2;1;100
Total;240;100;100
;;;
NSA :;2;;
;;;
AREA # 020010709;77;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;60;33;33
Propietario sólo de la vivienda;7;4;37
Inquilino;95;52;89
Ocupante por préstamo;12;7;95
Ocupante por trabajo;7;4;99
Otra situación;2;1;100
Total;183;100;100
;;;
NSA :;1;;
;;;
AREA # 020010710;78;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;69;30;30
Propietario sólo de la vivienda;9;4;34
Inquilino;132;57;91
Ocupante por préstamo;12;5;96
Ocupante por trabajo;8;3;99
Otra situación;2;1;100
Total;232;100;100
;;;
NSA :;1;;
;;;
AREA # 020010711;79;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;50;36;36
Propietario sólo de la vivienda;3;2;38
Inquilino;67;48;86
Ocupante por préstamo;8;6;91
Ocupante por trabajo;9;6;98
Otra situación;3;2;100
Total;140;100;100
;;;
AREA # 020010712;80;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;81;46;46
Propietario sólo de la vivienda;19;11;57
Inquilino;56;32;89
Ocupante por préstamo;3;2;91
Ocupante por trabajo;14;8;99
Otra situación;2;1;100
Total;175;100;100
;;;
NSA :;4;;
;;;
AREA # 020010713;81;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;15;23;23
Propietario sólo de la vivienda;7;11;34
Inquilino;35;55;89
Ocupante por préstamo;2;3;92
Ocupante por trabajo;5;8;100
Total;64;100;100
;;;
NSA :;5;;
;;;
AREA # 020010801;82;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;82;44;44
Propietario sólo de la vivienda;10;5;49
Inquilino;79;42;91
Ocupante por préstamo;6;3;94
Ocupante por trabajo;9;5;99
Otra situación;2;1;100
Total;188;100;100
;;;
NSA :;1;;
;;;
AREA # 020010802;83;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;304;54;54
Propietario sólo de la vivienda;10;2;55
Inquilino;210;37;92
Ocupante por préstamo;17;3;95
Ocupante por trabajo;18;3;99
Otra situación;8;1;100
Total;567;100;100
;;;
NSA :;1;;
;;;
AREA # 020010803;84;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;235;52;52
Propietario sólo de la vivienda;2;0;53
Inquilino;176;39;92
Ocupante por préstamo;6;1;94
Ocupante por trabajo;24;5;99
Otra situación;5;1;100
Total;448;100;100
;;;
NSA :;5;;
;;;
AREA # 020010804;85;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;140;47;47
Propietario sólo de la vivienda;1;0;48
Inquilino;123;42;89
Ocupante por préstamo;10;3;93
Ocupante por trabajo;17;6;99
Otra situación;4;1;100
Total;295;100;100
;;;
NSA :;3;;
;;;
AREA # 020010805;86;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;77;36;36
Propietario sólo de la vivienda;3;1;37
Inquilino;117;55;92
Ocupante por préstamo;9;4;96
Ocupante por trabajo;7;3;100
Otra situación;1;0;100
Total;214;100;100
;;;
NSA :;2;;
;;;
AREA # 020010806;87;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;250;44;44
Propietario sólo de la vivienda;37;6;50
Inquilino;237;41;92
Ocupante por préstamo;22;4;95
Ocupante por trabajo;16;3;98
Otra situación;10;2;100
Total;572;100;100
;;;
NSA :;2;;
;;;
AREA # 020010807;88;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;328;58;58
Propietario sólo de la vivienda;12;2;61
Inquilino;181;32;93
Ocupante por préstamo;18;3;96
Ocupante por trabajo;18;3;99
Otra situación;4;1;100
Total;561;100;100
;;;
NSA :;1;;
;;;
AREA # 020010808;89;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;76;40;40
Propietario sólo de la vivienda;35;19;59
Inquilino;53;28;87
Ocupante por préstamo;8;4;91
Ocupante por trabajo;15;8;99
Otra situación;2;1;100
Total;189;100;100
;;;
NSA :;1;;
;;;
AREA # 020010809;90;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;129;50;50
Propietario sólo de la vivienda;16;6;56
Inquilino;88;34;91
Ocupante por préstamo;10;4;95
Ocupante por trabajo;11;4;99
Otra situación;3;1;100
Total;257;100;100
;;;
NSA :;4;;
;;;
AREA # 020010810;91;;
;;;
Régimen de tenencia;Casos;%;Acumulado %
Propietario de la vivienda y del terreno;69;37;37
